amount,date,type,data,symbol,numerator,denominator,splitRatio
0.32,1560432600,DIVIDEND,0.32,AIG,,,
0.32,1552570200,DIVIDEND,0.32,AIG,,,
0.32,1544538600,DIVIDEND,0.32,AIG,,,
0.32,1536931800,DIVIDEND,0.32,AIG,,,
0.32,1528896600,DIVIDEND,0.32,AIG,,,
0.32,1521034200,DIVIDEND,0.32,AIG,,,
0.32,1512657000,DIVIDEND,0.32,AIG,,,
0.32,1505395800,DIVIDEND,0.32,AIG,,,
0.32,1497274200,DIVIDEND,0.32,AIG,,,
0.32,1489411800,DIVIDEND,0.32,AIG,,,
0.32,1481034600,DIVIDEND,0.32,AIG,,,
0.32,1473773400,DIVIDEND,0.32,AIG,,,
0.32,1465479000,DIVIDEND,0.32,AIG,,,
0.32,1457620200,DIVIDEND,0.32,AIG,,,
0.28,1449153000,DIVIDEND,0.28,AIG,,,
0.28,1441891800,DIVIDEND,0.28,AIG,,,
0.125,1433856600,DIVIDEND,0.125,AIG,,,
0.125,1425994200,DIVIDEND,0.125,AIG,,,
0.125,1417530600,DIVIDEND,0.125,AIG,,,
0.125,1410269400,DIVIDEND,0.125,AIG,,,
0.125,1402061400,DIVIDEND,0.125,AIG,,,
0.125,1394202600,DIVIDEND,0.125,AIG,,,
0.1,1386081000,DIVIDEND,0.1,AIG,,,
0.1,1378819800,DIVIDEND,0.1,AIG,,,
8.7,1295533800,DIVIDEND,8.7,AIG,,,
,1246455000,SPLIT,20/1,AIG,1.0,20.0,20/1
0.22,1220448600,DIVIDEND,0.22,AIG,,,
0.2,1212586200,DIVIDEND,0.2,AIG,,,
0.2,1204727400,DIVIDEND,0.2,AIG,,,
0.2,1196865000,DIVIDEND,0.2,AIG,,,
0.2,1188999000,DIVIDEND,0.2,AIG,,,
0.165,1180531800,DIVIDEND,0.165,AIG,,,
0.165,1172673000,DIVIDEND,0.165,AIG,,,
0.165,1164810600,DIVIDEND,0.165,AIG,,,
0.165,1156944600,DIVIDEND,0.165,AIG,,,
0.15,1149082200,DIVIDEND,0.15,AIG,,,
0.15,1141223400,DIVIDEND,0.15,AIG,,,
0.27,1566307800,DIVIDEND,0.27,AFL,,,
0.27,1558445400,DIVIDEND,0.27,AFL,,,
0.27,1550586600,DIVIDEND,0.27,AFL,,,
0.26,1542724200,DIVIDEND,0.26,AFL,,,
0.26,1534858200,DIVIDEND,0.26,AFL,,,
0.26,1526995800,DIVIDEND,0.26,AFL,,,
,1521466200,SPLIT,1/2,AFL,2.0,1.0,1/2
,1521207000,SPLIT,1/1,AFL,1.0,1.0,1/1
0.52,1519137000,DIVIDEND,0.52,AFL,,,
0.45,1510669800,DIVIDEND,0.45,AFL,,,
0.43,1503322200,DIVIDEND,0.43,AFL,,,
0.43,1495459800,DIVIDEND,0.43,AFL,,,
0.43,1486996200,DIVIDEND,0.43,AFL,,,
0.43,1479133800,DIVIDEND,0.43,AFL,,,
0.41,1471872600,DIVIDEND,0.41,AFL,,,
0.41,1463405400,DIVIDEND,0.41,AFL,,,
0.41,1455201000,DIVIDEND,0.41,AFL,,,
0.41,1447684200,DIVIDEND,0.41,AFL,,,
0.39,1439818200,DIVIDEND,0.39,AFL,,,
0.39,1431955800,DIVIDEND,0.39,AFL,,,
0.39,1423751400,DIVIDEND,0.39,AFL,,,
0.39,1416234600,DIVIDEND,0.39,AFL,,,
0.37,1408368600,DIVIDEND,0.37,AFL,,,
0.37,1400506200,DIVIDEND,0.37,AFL,,,
0.37,1392215400,DIVIDEND,0.37,AFL,,,
0.37,1384785000,DIVIDEND,0.37,AFL,,,
0.35,1376919000,DIVIDEND,0.35,AFL,,,
0.35,1369056600,DIVIDEND,0.35,AFL,,,
0.35,1360765800,DIVIDEND,0.35,AFL,,,
0.35,1352471400,DIVIDEND,0.35,AFL,,,
0.33,1344864600,DIVIDEND,0.33,AFL,,,
0.33,1337002200,DIVIDEND,0.33,AFL,,,
0.33,1329143400,DIVIDEND,0.33,AFL,,,
0.33,1321281000,DIVIDEND,0.33,AFL,,,
0.3,1313415000,DIVIDEND,0.3,AFL,,,
0.3,1305552600,DIVIDEND,0.3,AFL,,,
0.3,1297434600,DIVIDEND,0.3,AFL,,,
0.3,1289831400,DIVIDEND,0.3,AFL,,,
0.28,1281965400,DIVIDEND,0.28,AFL,,,
0.28,1274103000,DIVIDEND,0.28,AFL,,,
0.28,1265898600,DIVIDEND,0.28,AFL,,,
0.28,1258381800,DIVIDEND,0.28,AFL,,,
0.28,1250515800,DIVIDEND,0.28,AFL,,,
0.28,1242653400,DIVIDEND,0.28,AFL,,,
0.28,1234535400,DIVIDEND,0.28,AFL,,,
0.24,1226932200,DIVIDEND,0.24,AFL,,,
0.24,1219066200,DIVIDEND,0.24,AFL,,,
0.24,1211203800,DIVIDEND,0.24,AFL,,,
0.24,1203085800,DIVIDEND,0.24,AFL,,,
0.205,1195050600,DIVIDEND,0.205,AFL,,,
0.205,1187184600,DIVIDEND,0.205,AFL,,,
0.205,1179322200,DIVIDEND,0.205,AFL,,,
0.185,1171463400,DIVIDEND,0.185,AFL,,,
0.16,1163601000,DIVIDEND,0.16,AFL,,,
0.13,1155735000,DIVIDEND,0.13,AFL,,,
0.13,1147872600,DIVIDEND,0.13,AFL,,,
0.13,1140013800,DIVIDEND,0.13,AFL,,,
0.5,1567085400,DIVIDEND,0.5,ALL,,,
0.5,1559223000,DIVIDEND,0.5,ALL,,,
0.5,1551277800,DIVIDEND,0.5,ALL,,,
0.46,1543501800,DIVIDEND,0.46,ALL,,,
0.46,1535635800,DIVIDEND,0.46,ALL,,,
0.46,1527687000,DIVIDEND,0.46,ALL,,,
0.46,1520001000,DIVIDEND,0.46,ALL,,,
0.37,1511965800,DIVIDEND,0.37,ALL,,,
0.37,1504013400,DIVIDEND,0.37,ALL,,,
0.37,1496323800,DIVIDEND,0.37,ALL,,,
0.37,1487946600,DIVIDEND,0.37,ALL,,,
0.33,1480343400,DIVIDEND,0.33,ALL,,,
0.33,1472477400,DIVIDEND,0.33,ALL,,,
0.33,1464787800,DIVIDEND,0.33,ALL,,,
0.33,1456410600,DIVIDEND,0.33,ALL,,,
0.3,1448461800,DIVIDEND,0.3,ALL,,,
0.3,1440682200,DIVIDEND,0.3,ALL,,,
0.3,1432733400,DIVIDEND,0.3,ALL,,,
0.3,1424961000,DIVIDEND,0.3,ALL,,,
0.28,1416925800,DIVIDEND,0.28,ALL,,,
0.28,1409146200,DIVIDEND,0.28,ALL,,,
0.0,1402493400,DIVIDEND,,ALL,,,
0.0,1401975000,DIVIDEND,,ALL,,,
0.28,1401283800,DIVIDEND,0.28,ALL,,,
0.0,1400592600,DIVIDEND,,ALL,,,
0.0,1400247000,DIVIDEND,,ALL,,,
0.0,1396445400,DIVIDEND,,ALL,,,
0.28,1393511400,DIVIDEND,0.28,ALL,,,
0.25,1385476200,DIVIDEND,0.25,ALL,,,
0.25,1377696600,DIVIDEND,0.25,ALL,,,
0.25,1369834200,DIVIDEND,0.25,ALL,,,
0.25,1361889000,DIVIDEND,0.25,ALL,,,
0.22,1354113000,DIVIDEND,0.22,ALL,,,
0.22,1346247000,DIVIDEND,0.22,ALL,,,
0.22,1338384600,DIVIDEND,0.22,ALL,,,
0.22,1330612200,DIVIDEND,0.22,ALL,,,
0.21,1322490600,DIVIDEND,0.21,ALL,,,
0.21,1314624600,DIVIDEND,0.21,ALL,,,
0.21,1306416600,DIVIDEND,0.21,ALL,,,
0.21,1299681000,DIVIDEND,0.21,ALL,,,
0.2,1290781800,DIVIDEND,0.2,ALL,,,
0.2,1282915800,DIVIDEND,0.2,ALL,,,
0.2,1274880600,DIVIDEND,0.2,ALL,,,
0.2,1268231400,DIVIDEND,0.2,ALL,,,
0.2,1259159400,DIVIDEND,0.2,ALL,,,
0.2,1251379800,DIVIDEND,0.2,ALL,,,
0.2,1243431000,DIVIDEND,0.2,ALL,,,
0.2,1236778200,DIVIDEND,0.2,ALL,,,
0.41,1227623400,DIVIDEND,0.41,ALL,,,
0.41,1219843800,DIVIDEND,0.41,ALL,,,
0.41,1211981400,DIVIDEND,0.41,ALL,,,
0.41,1205328600,DIVIDEND,0.41,ALL,,,
0.38,1196260200,DIVIDEND,0.38,ALL,,,
0.38,1188394200,DIVIDEND,0.38,ALL,,,
0.38,1180531800,DIVIDEND,0.38,ALL,,,
0.38,1173277800,DIVIDEND,0.38,ALL,,,
0.35,1164724200,DIVIDEND,0.35,ALL,,,
0.35,1156858200,DIVIDEND,0.35,ALL,,,
0.35,1148650200,DIVIDEND,0.35,ALL,,,
0.35,1141828200,DIVIDEND,0.35,ALL,,,
0.44,1564579800,DIVIDEND,0.44,AON,,,
0.44,1556631000,DIVIDEND,0.44,AON,,,
0.4,1548945000,DIVIDEND,0.4,AON,,,
0.4,1540992600,DIVIDEND,0.4,AON,,,
0.4,1533821400,DIVIDEND,0.4,AON,,,
0.4,1533043800,DIVIDEND,0.4,AON,,,
0.4,1525095000,DIVIDEND,0.4,AON,,,
0.36,1517409000,DIVIDEND,0.36,AON,,,
0.36,1509456600,DIVIDEND,0.36,AON,,,
0.36,1501248600,DIVIDEND,0.36,AON,,,
0.36,1493299800,DIVIDEND,0.36,AON,,,
0.33,1485786600,DIVIDEND,0.33,AON,,,
0.33,1477661400,DIVIDEND,0.33,AON,,,
0.33,1469712600,DIVIDEND,0.33,AON,,,
0.33,1461850200,DIVIDEND,0.33,AON,,,
0.3,1453991400,DIVIDEND,0.3,AON,,,
0.3,1446125400,DIVIDEND,0.3,AON,,,
0.3,1438263000,DIVIDEND,0.3,AON,,,
0.3,1430314200,DIVIDEND,0.3,AON,,,
0.25,1422541800,DIVIDEND,0.25,AON,,,
0.25,1414675800,DIVIDEND,0.25,AON,,,
0.25,1406727000,DIVIDEND,0.25,AON,,,
0.25,1398778200,DIVIDEND,0.25,AON,,,
0.175,1391092200,DIVIDEND,0.175,AON,,,
0.175,1383139800,DIVIDEND,0.175,AON,,,
0.175,1375191000,DIVIDEND,0.175,AON,,,
0.175,1367242200,DIVIDEND,0.175,AON,,,
0.1575,1359556200,DIVIDEND,0.1575,AON,,,
0.1575,1351690200,DIVIDEND,0.1575,AON,,,
0.1575,1343655000,DIVIDEND,0.1575,AON,,,
0.1575,1335533400,DIVIDEND,0.1575,AON,,,
0.15,1327933800,DIVIDEND,0.15,AON,,,
0.15,1319808600,DIVIDEND,0.15,AON,,,
0.15,1311859800,DIVIDEND,0.15,AON,,,
0.15,1303997400,DIVIDEND,0.15,AON,,,
0.15,1296225000,DIVIDEND,0.15,AON,,,
0.15,1288272600,DIVIDEND,0.15,AON,,,
0.15,1280410200,DIVIDEND,0.15,AON,,,
0.15,1272547800,DIVIDEND,0.15,AON,,,
0.15,1264689000,DIVIDEND,0.15,AON,,,
0.15,1256823000,DIVIDEND,0.15,AON,,,
0.15,1248960600,DIVIDEND,0.15,AON,,,
0.15,1241011800,DIVIDEND,0.15,AON,,,
0.15,1233239400,DIVIDEND,0.15,AON,,,
0.15,1225373400,DIVIDEND,0.15,AON,,,
0.15,1217424600,DIVIDEND,0.15,AON,,,
0.15,1209475800,DIVIDEND,0.15,AON,,,
0.15,1201703400,DIVIDEND,0.15,AON,,,
0.15,1193751000,DIVIDEND,0.15,AON,,,
0.15,1185802200,DIVIDEND,0.15,AON,,,
0.15,1177680600,DIVIDEND,0.15,AON,,,
0.15,1170167400,DIVIDEND,0.15,AON,,,
0.15,1162218600,DIVIDEND,0.15,AON,,,
0.15,1154093400,DIVIDEND,0.15,AON,,,
0.15,1146231000,DIVIDEND,0.15,AON,,,
0.15,1138631400,DIVIDEND,0.15,AON,,,
0.43,1559827800,DIVIDEND,0.43,AJG,,,
0.43,1551364200,DIVIDEND,0.43,AJG,,,
0.41,1544106600,DIVIDEND,0.41,AJG,,,
0.41,1536240600,DIVIDEND,0.41,AJG,,,
0.41,1527773400,DIVIDEND,0.41,AJG,,,
0.41,1519914600,DIVIDEND,0.41,AJG,,,
0.39,1512052200,DIVIDEND,0.39,AJG,,,
0.39,1504099800,DIVIDEND,0.39,AJG,,,
0.39,1496410200,DIVIDEND,0.39,AJG,,,
0.39,1496237400,DIVIDEND,0.39,AJG,,,
0.39,1488378600,DIVIDEND,0.39,AJG,,,
0.38,1480516200,DIVIDEND,0.38,AJG,,,
0.38,1472650200,DIVIDEND,0.38,AJG,,,
0.38,1464787800,DIVIDEND,0.38,AJG,,,
0.38,1456929000,DIVIDEND,0.38,AJG,,,
0.37,1449066600,DIVIDEND,0.37,AJG,,,
0.37,1441200600,DIVIDEND,0.37,AJG,,,
0.37,1433338200,DIVIDEND,0.37,AJG,,,
0.37,1425306600,DIVIDEND,0.37,AJG,,,
0.36,1417617000,DIVIDEND,0.36,AJG,,,
0.36,1409751000,DIVIDEND,0.36,AJG,,,
0.36,1401888600,DIVIDEND,0.36,AJG,,,
0.36,1393597800,DIVIDEND,0.36,AJG,,,
0.35,1385994600,DIVIDEND,0.35,AJG,,,
0.35,1377869400,DIVIDEND,0.35,AJG,,,
0.35,1370007000,DIVIDEND,0.35,AJG,,,
0.35,1362061800,DIVIDEND,0.35,AJG,,,
0.34,1354199400,DIVIDEND,0.34,AJG,,,
0.34,1348666200,DIVIDEND,0.34,AJG,,,
0.34,1340803800,DIVIDEND,0.34,AJG,,,
0.34,1332941400,DIVIDEND,0.34,AJG,,,
0.33,1325082600,DIVIDEND,0.33,AJG,,,
0.33,1317216600,DIVIDEND,0.33,AJG,,,
0.33,1309267800,DIVIDEND,0.33,AJG,,,
0.33,1301405400,DIVIDEND,0.33,AJG,,,
0.32,1293633000,DIVIDEND,0.32,AJG,,,
0.32,1285680600,DIVIDEND,0.32,AJG,,,
0.32,1277731800,DIVIDEND,0.32,AJG,,,
0.32,1269869400,DIVIDEND,0.32,AJG,,,
0.32,1262097000,DIVIDEND,0.32,AJG,,,
0.32,1254144600,DIVIDEND,0.32,AJG,,,
0.32,1246023000,DIVIDEND,0.32,AJG,,,
0.32,1238160600,DIVIDEND,0.32,AJG,,,
0.32,1230561000,DIVIDEND,0.32,AJG,,,
0.32,1222435800,DIVIDEND,0.32,AJG,,,
0.32,1214487000,DIVIDEND,0.32,AJG,,,
0.32,1206624600,DIVIDEND,0.32,AJG,,,
0.31,1198765800,DIVIDEND,0.31,AJG,,,
0.31,1190813400,DIVIDEND,0.31,AJG,,,
0.31,1182951000,DIVIDEND,0.31,AJG,,,
0.31,1175088600,DIVIDEND,0.31,AJG,,,
0.3,1167229800,DIVIDEND,0.3,AJG,,,
0.3,1159363800,DIVIDEND,0.3,AJG,,,
0.3,1151501400,DIVIDEND,0.3,AJG,,,
0.3,1143642600,DIVIDEND,0.3,AJG,,,
0.75,1561037400,DIVIDEND,0.75,CB,,,
0.73,1553175000,DIVIDEND,0.73,CB,,,
0.73,1545316200,DIVIDEND,0.73,CB,,,
0.73,1537450200,DIVIDEND,0.73,CB,,,
0.73,1529587800,DIVIDEND,0.73,CB,,,
0.71,1522243800,DIVIDEND,0.71,CB,,,
0.71,1514471400,DIVIDEND,0.71,CB,,,
0.71,1506605400,DIVIDEND,0.71,CB,,,
0.71,1498656600,DIVIDEND,0.71,CB,,,
0.69,1490794200,DIVIDEND,0.69,CB,,,
0.69,1482935400,DIVIDEND,0.69,CB,,,
0.69,1475069400,DIVIDEND,0.69,CB,,,
0.69,1467120600,DIVIDEND,0.69,CB,,,
0.67,1459258200,DIVIDEND,0.67,CB,,,
0.67,1451399400,DIVIDEND,0.67,CB,,,
0.57,1450276200,DIVIDEND,0.57,CB,,,
0.67,1443447000,DIVIDEND,0.67,CB,,,
0.57,1442496600,DIVIDEND,0.57,CB,,,
0.67,1435325400,DIVIDEND,0.67,CB,,,
0.57,1435152600,DIVIDEND,0.57,CB,,,
0.65,1427463000,DIVIDEND,0.65,CB,,,
0.57,1426080600,DIVIDEND,0.57,CB,,,
0.5,1418826600,DIVIDEND,0.5,CB,,,
0.65,1418653800,DIVIDEND,0.65,CB,,,
0.65,1411738200,DIVIDEND,0.65,CB,,,
0.5,1410960600,DIVIDEND,0.5,CB,,,
0.65,1405949400,DIVIDEND,0.65,CB,,,
0.5,1403703000,DIVIDEND,0.5,CB,,,
0.0,1402493400,DIVIDEND,,CB,,,
0.0,1401975000,DIVIDEND,,CB,,,
0.0,1400592600,DIVIDEND,,CB,,,
0.0,1400247000,DIVIDEND,,CB,,,
0.0,1396445400,DIVIDEND,,CB,,,
0.63,1395840600,DIVIDEND,0.63,CB,,,
0.5,1394631000,DIVIDEND,0.5,CB,,,
0.63,1389623400,DIVIDEND,0.63,CB,,,
0.63,1389277800,DIVIDEND,0.63,CB,,,
0.44,1387377000,DIVIDEND,0.44,CB,,,
0.51,1380202200,DIVIDEND,0.51,CB,,,
0.44,1379511000,DIVIDEND,0.44,CB,,,
0.51,1374240600,DIVIDEND,0.51,CB,,,
0.44,1371648600,DIVIDEND,0.44,CB,,,
0.49,1364304600,DIVIDEND,0.49,CB,,,
0.44,1363181400,DIVIDEND,0.44,CB,,,
0.41,1355927400,DIVIDEND,0.41,CB,,,
0.49,1355409000,DIVIDEND,0.49,CB,,,
0.49,1348666200,DIVIDEND,0.49,CB,,,
0.41,1348061400,DIVIDEND,0.41,CB,,,
0.49,1343395800,DIVIDEND,0.49,CB,,,
0.41,1340199000,DIVIDEND,0.41,CB,,,
0.47,1332941400,DIVIDEND,0.47,CB,,,
0.41,1331731800,DIVIDEND,0.41,CB,,,
0.47,1326205800,DIVIDEND,0.47,CB,,,
0.39,1324477800,DIVIDEND,0.39,CB,,,
0.35,1317216600,DIVIDEND,0.35,CB,,,
0.39,1316611800,DIVIDEND,0.39,CB,,,
0.35,1309267800,DIVIDEND,0.35,CB,,,
0.39,1308749400,DIVIDEND,0.39,CB,,,
0.33,1301491800,DIVIDEND,0.33,CB,,,
0.39,1300282200,DIVIDEND,0.39,CB,,,
0.37,1292941800,DIVIDEND,0.37,CB,,,
0.33,1292337000,DIVIDEND,0.33,CB,,,
0.33,1285767000,DIVIDEND,0.33,CB,,,
0.37,1284557400,DIVIDEND,0.37,CB,,,
0.33,1279891800,DIVIDEND,0.33,CB,,,
0.37,1277299800,DIVIDEND,0.37,CB,,,
0.31,1269869400,DIVIDEND,0.31,CB,,,
0.37,1268832600,DIVIDEND,0.37,CB,,,
0.35,1260973800,DIVIDEND,0.35,CB,,,
0.31,1260887400,DIVIDEND,0.31,CB,,,
0.31,1254231000,DIVIDEND,0.31,CB,,,
0.35,1253107800,DIVIDEND,0.35,CB,,,
0.31,1248442200,DIVIDEND,0.31,CB,,,
0.35,1245850200,DIVIDEND,0.35,CB,,,
0.26,1238160600,DIVIDEND,0.26,CB,,,
0.35,1237383000,DIVIDEND,0.35,CB,,,
0.27,1231252200,DIVIDEND,0.27,CB,,,
0.33,1229524200,DIVIDEND,0.33,CB,,,
0.26,1223991000,DIVIDEND,0.26,CB,,,
0.26,1223559000,DIVIDEND,0.26,CB,,,
0.33,1221658200,DIVIDEND,0.33,CB,,,
0.29,1214487000,DIVIDEND,0.29,CB,,,
0.33,1214400600,DIVIDEND,0.33,CB,,,
0.27,1206624600,DIVIDEND,0.27,CB,,,
0.33,1206538200,DIVIDEND,0.33,CB,,,
0.27,1198765800,DIVIDEND,0.27,CB,,,
0.29,1197642600,DIVIDEND,0.29,CB,,,
0.27,1190813400,DIVIDEND,0.27,CB,,,
0.29,1190208600,DIVIDEND,0.29,CB,,,
0.27,1182951000,DIVIDEND,0.27,CB,,,
